ensembl_gene_id	external_gene_name	B4_WT_2	C4_WT_3	D4_WT_4	E4_GFP_1	F4_GFP_2	G4_GFP_3	H4_GFP_4	A4_WT_1
ENSG00000255863	AC073610.2	0	0	0	0	0	0	0	0
ENSG00000255866	AC090023.1	0	0	0	0	0	0	0	0
ENSG00000255867	DENND5B-AS1	0	0	0	0	0	0	0	0
ENSG00000255871	AC007529.1	0	0	0	5	0	0	0	0
ENSG00000255872	AL138752.2	0	0	0	0	0	0	0	0
ENSG00000255874	LINC00346	28	37	32	28	62	65	70	18
ENSG00000255882	AC091814.1	0	0	0	0	0	0	0	0
ENSG00000255886	AC020611.2	0	0	0	0	0	0	0	0
ENSG00000255893	AP000786.1	0	0	0	0	0	0	0	0
ENSG00000255910	AC024901.1	0	0	0	0	0	0	0	0
ENSG00000255916	AC148477.1	0	0	0	0	0	0	0	0
ENSG00000255920	AC006122.2	0	0	0	0	0	0	0	0
ENSG00000255921	AC026310.2	0	0	0	0	0	0	8	0
ENSG00000255928	AP002993.1	0	0	0	0	0	0	0	0
ENSG00000255929	AP000943.3	0	0	0	0	0	0	0	12
ENSG00000255931	AP003108.1	0	0	0	0	0	0	0	0
ENSG00000255933	AC117500.2	0	0	0	0	0	0	0	0
ENSG00000255944	AC006065.3	0	0	0	0	0	0	0	0
ENSG00000255945	AC025252.1	0	0	0	0	0	0	0	0
ENSG00000255946	AC069234.1	0	0	0	0	0	0	0	0
ENSG00000255947	AP002754.2	0	0	0	0	0	0	0	0
ENSG00000255949	RPS6KB2-AS1	0	0	0	0	0	0	0	0
ENSG00000255958	AC115676.1	0	0	0	0	0	0	0	0
ENSG00000255959	AP000777.2	0	0	0	0	0	0	0	0
ENSG00000255966	AC006064.3	0	0	0	0	3	2	0	0
ENSG00000255968	AC024145.1	11	0	0	0	0	0	0	0
ENSG00000255970	LINC02421	0	0	0	0	0	0	0	0
ENSG00000255974	CYP2A6	0	0	0	0	0	0	0	0
ENSG00000255980	LOC102724265	0	0	0	0	0	0	0	0
ENSG00000255983	AC007848.1	0	0	0	0	0	0	0	0
ENSG00000255992	AC131009.1	0	0	0	0	0	0	0	0
ENSG00000255998	AC069235.1	0	0	0	0	0	0	0	0
ENSG00000256001	AC079949.1	0	0	0	0	0	0	0	0
ENSG00000256007	ARAP1-AS1	0	0	0	0	0	0	0	0
ENSG00000256008	AC125616.1	0	0	0	0	0	0	0	0
ENSG00000256011	AC007688.2	0	0	0	0	0	0	0	0
ENSG00000256013	AC027277.1	0	0	0	0	0	0	0	0
ENSG00000256022	LINC02411	0	0	0	0	0	0	0	0
ENSG00000256025	CACNA1C-AS4	0	0	0	0	0	0	0	0
ENSG00000256029	AL590560.1	0	0	0	0	0	0	0	0
ENSG00000256034	AP002770.1	0	0	0	0	0	0	0	0
ENSG00000256039	LINC02446	0	0	0	0	0	0	0	0
ENSG00000256040	PAPPA-AS1	0	0	0	0	0	0	0	0
ENSG00000256043	CTSO	247	221	122	121	148	107	98	157
ENSG00000256045	MTRNR2L10	1	2	2	1	3	0	0	4
ENSG00000256050	AL583722.1	0	0	5	0	0	0	0	0
ENSG00000256053	APOPT1	154	187	163	263	211	232	245	177
ENSG00000256060	TRAPPC2B	24	12	15	53	95	40	43	27
ENSG00000256061	DYX1C1	55	30	18	60	67	40	31	49
ENSG00000256064	AC063926.1	0	0	0	0	0	0	0	0
ENSG00000256071	AC084291.1	0	0	0	0	0	0	0	0
ENSG00000256072	AC078889.1	0	0	0	0	0	0	0	0
ENSG00000256073	URB1-AS1	20	2	0	17	34	14	1	8
ENSG00000256077	LINC02442	0	0	0	0	0	0	0	0
ENSG00000256083	AC090673.2	0	0	0	0	1	4	0	0
ENSG00000256084	AC092112.1	0	0	0	0	0	0	0	0
ENSG00000256085	AC130404.1	0	0	0	0	0	0	0	0
ENSG00000256087	ZNF432	128	92	85	101	122	111	152	100
ENSG00000256092	AC137767.1	8	13	11	15	18	16	26	7
ENSG00000256100	AP000721.1	0	0	0	0	0	0	0	0
ENSG00000256101	AC092745.1	0	0	0	0	0	0	0	0
ENSG00000256115	LINC02443	0	0	0	0	0	0	0	0
ENSG00000256116	AP001453.1	0	6	0	0	0	0	0	0
ENSG00000256120	SOX5-AS1	0	0	0	0	0	0	0	0
ENSG00000256124	LINC01152	0	0	0	4	13	0	0	0
ENSG00000256128	LINC00944	0	0	0	0	0	2	1	0
ENSG00000256137	AC117373.1	0	0	0	0	0	0	0	0
ENSG00000256146	AC006206.1	0	0	0	0	0	0	0	0
ENSG00000256149	AC087863.1	0	0	0	0	0	0	0	0
ENSG00000256150	AC092471.2	0	0	0	0	0	0	0	0
ENSG00000256151	ADGRD1-AS1	0	0	0	0	0	0	0	0
ENSG00000256152	AC027290.1	0	0	0	0	0	0	0	0
ENSG00000256155	AC022075.2	0	0	0	0	0	0	0	0
ENSG00000256162	SMLR1	0	0	0	0	0	0	0	0
ENSG00000256166	LINC02571	0	0	0	0	0	0	0	0
ENSG00000256172	LINC02420	0	0	0	0	0	0	0	0
ENSG00000256188	TAS2R30	14	20	7	8	15	14	6	7
ENSG00000256193	LINC00507	0	0	0	0	0	1	0	0
ENSG00000256195	AP002518.1	0	0	0	0	0	2	0	0
ENSG00000256196	AP003721.1	0	0	0	0	0	0	0	0
ENSG00000256199	AC078962.2	0	0	0	0	0	0	0	0
ENSG00000256204	AC073862.1	0	0	0	0	0	0	0	0
ENSG00000256206	AC018523.2	0	7	0	0	0	0	0	0
ENSG00000256209	AC073578.1	0	0	0	0	0	0	0	0
ENSG00000256218	AC007848.2	0	0	0	0	0	0	0	0
ENSG00000256222	MTRNR2L3	84	100	77	139	74	106	83	111
ENSG00000256223	ZNF10	30	37	22	32	21	10	18	13
ENSG00000256226	AC092747.1	0	0	0	0	0	0	0	0
ENSG00000256229	ZNF486	12	6	18	48	43	25	25	11
ENSG00000256232	LINC02387	0	0	0	0	0	1	0	0
ENSG00000256234	AC022509.2	0	0	0	0	0	0	0	0
ENSG00000256235	SMIM3	76	116	96	308	406	392	343	115
ENSG00000256237	AC007450.1	0	0	0	0	0	2	0	0
ENSG00000256249	AC026333.3	0	0	0	0	0	0	0	0
ENSG00000256250	AC073912.1	0	0	0	0	0	0	0	0
ENSG00000256256	AC019209.1	0	0	0	0	0	0	0	0
ENSG00000256258	AC117500.3	0	0	0	0	0	0	0	0
ENSG00000256259	LINC02425	0	0	0	0	0	0	0	0
ENSG00000256262	USP30-AS1	1	8	6	22	11	15	10	4
ENSG00000256268	LINC02454	4	13	3	6	11	17	6	19
ENSG00000256269	HMBS	74	79	60	134	108	150	162	72
ENSG00000256271	CACNA1C-AS2	0	0	0	0	0	0	2	0
ENSG00000256273	AC022511.1	0	0	0	0	0	0	0	0
ENSG00000256278	AC048382.1	0	0	0	0	0	0	0	0
ENSG00000256281	AP003174.2	0	0	0	0	0	0	0	0
ENSG00000256286	AC078878.2	0	0	0	0	0	0	0	0
ENSG00000256287	LINC02398	0	0	0	0	0	0	0	0
ENSG00000256288	AC022075.3	0	0	0	0	0	0	0	0
ENSG00000256292	LINC02376	0	0	0	0	0	0	0	0
ENSG00000256294	ZNF225	13	83	26	29	55	40	40	29
ENSG00000256298	AC135388.1	0	0	0	0	0	0	0	0
ENSG00000256299	AC073912.2	0	0	0	0	0	0	0	0
ENSG00000256311	AC084880.2	0	0	0	0	0	0	0	0
ENSG00000256312	AC138466.1	0	0	0	0	0	0	0	0
ENSG00000256314	AC078962.3	0	0	0	0	0	0	0	0
ENSG00000256321	AC087258.1	0	0	0	0	0	0	0	0
ENSG00000256325	AC025423.1	0	0	0	1	14	4	5	6
ENSG00000256339	AC007655.1	0	0	0	0	0	0	0	0
ENSG00000256341	AP006333.1	0	10	0	0	2	0	0	4
ENSG00000256343	AC095350.1	0	0	0	0	0	0	0	0
ENSG00000256349	AP002748.4	0	0	0	0	0	0	0	0
ENSG00000256357	AL132708.1	0	0	0	0	0	0	0	0
ENSG00000256362	LINC02375	0	0	0	0	0	0	0	0
ENSG00000256364	AC069234.2	0	0	0	0	0	0	0	0
ENSG00000256374	PPIAL4D	0	0	0	0	0	0	0	0
ENSG00000256377	AC009509.1	0	0	0	0	0	0	0	0
ENSG00000256379	TRAV8-5	0	0	0	0	0	0	0	0
ENSG00000256389	AC087321.1	0	0	0	0	0	0	0	0
ENSG00000256394	ASIC5	0	0	0	0	0	0	0	0
ENSG00000256403	AP003785.1	0	0	0	0	0	0	0	0
ENSG00000256407	AL357673.1	0	0	0	0	0	0	0	0
ENSG00000256417	AC006206.2	0	0	0	0	0	0	0	0
ENSG00000256422	LINC02552	0	0	0	0	0	0	0	0
ENSG00000256424	LINC02414	0	0	0	0	0	0	0	0
ENSG00000256427	AC010175.1	0	0	0	0	0	0	0	0
ENSG00000256433	AC005840.2	3	12	12	15	4	18	4	8
ENSG00000256436	TAS2R31	0	0	0	0	7	2	2	0
ENSG00000256440	AC019209.2	0	0	0	0	0	0	0	0
ENSG00000256442	AC010186.1	0	0	0	0	0	0	1	0
ENSG00000256443	AP003559.1	0	0	0	1	0	0	0	0
ENSG00000256448	AP000763.3	0	0	0	0	0	0	0	3
ENSG00000256452	AP003170.3	0	0	0	0	0	0	0	0
ENSG00000256453	DND1	0	0	2	4	0	4	1	0
ENSG00000256458	AC080075.1	0	0	0	0	0	0	0	0
ENSG00000256462	AL732437.1	0	0	0	0	0	0	0	0
ENSG00000256463	SALL3	0	2	0	0	0	0	0	0
ENSG00000256469	AP002383.2	0	0	0	0	0	0	0	0
ENSG00000256473	AC087260.1	0	0	0	0	0	0	0	0
ENSG00000256474	TRAV11	0	0	0	0	0	0	0	0
ENSG00000256481	AP006333.2	0	0	0	0	0	0	0	0
ENSG00000256482	AC023796.2	0	0	0	0	0	0	0	0
ENSG00000256484	AC140118.1	0	0	0	0	0	0	0	0
ENSG00000256494	AC007368.2	0	0	0	0	0	0	0	0
ENSG00000256499	LINC02468	0	0	0	0	0	0	0	0
ENSG00000256500	AL139300.1	0	0	0	0	0	0	0	0
ENSG00000256504	AC009509.2	0	0	0	0	0	0	0	0
ENSG00000256508	MRGPRF-AS1	0	0	0	25	11	13	16	11
ENSG00000256512	AC009511.1	0	0	0	0	0	0	0	0
ENSG00000256513	AC022081.1	0	0	0	0	0	0	0	0
ENSG00000256514	AP003419.1	0	0	0	0	0	0	0	0
ENSG00000256525	POLG2	60	108	60	88	51	40	42	73
ENSG00000256537	SMIM10L1	128	156	106	150	207	167	172	107
ENSG00000256538	AC046130.2	0	0	0	0	0	0	0	0
ENSG00000256540	AC007406.3	0	0	0	0	0	0	0	0
ENSG00000256542	AC148477.2	0	0	0	0	0	0	0	0
ENSG00000256551	LINC02369	0	0	0	0	0	0	0	0
ENSG00000256553	TRAV1-2	0	0	0	0	0	0	0	0
ENSG00000256560	LINC01486	0	0	0	0	0	0	0	0
ENSG00000256564	AC007552.2	0	0	0	0	0	0	0	0
ENSG00000256566	AL049650.1	0	0	0	0	0	0	0	0
ENSG00000256568	AP002761.2	0	0	0	0	0	0	0	0
ENSG00000256569	AC069234.3	0	0	0	0	0	0	0	0
ENSG00000256574	OR13A1	0	0	0	0	0	0	0	0
ENSG00000256576	LINC02361	0	18	3	0	3	2	11	6
ENSG00000256577	AC007406.4	0	0	0	0	0	0	0	0
ENSG00000256582	LINC02390	0	0	0	0	0	0	0	0
ENSG00000256590	TRDV3	0	0	0	0	0	0	0	0
ENSG00000256591	AP003108.2	0	12	0	8	0	2	4	0
ENSG00000256596	AC026358.1	0	0	0	0	0	0	0	0
ENSG00000256597	LINC02393	0	0	0	0	0	0	1	0
ENSG00000256603	AP003170.4	7	6	9	8	0	5	4	0
ENSG00000256609	AC084880.3	0	0	0	0	0	0	0	0
ENSG00000256615	AC010197.1	0	0	0	0	0	0	0	0
ENSG00000256618	MTRNR2L1	427	406	375	208	147	241	211	448
ENSG00000256628	ZBTB11-AS1	6	14	0	19	23	9	21	9
ENSG00000256632	AC135586.2	0	0	0	0	0	0	0	0
ENSG00000256633	AP005019.1	0	0	0	0	0	0	0	0
ENSG00000256637	LINC01965	0	0	0	0	0	0	0	0
ENSG00000256642	LINC00273	0	0	0	0	0	0	0	0
ENSG00000256643	LINC02441	0	0	0	0	0	0	0	0
ENSG00000256646	AC010132.3	0	0	0	0	0	0	0	0
ENSG00000256654	AC005906.2	9	20	2	0	0	0	0	8
ENSG00000256658	AC008115.1	0	0	0	0	0	0	0	0
ENSG00000256659	LINC02368	0	0	0	0	0	0	0	0
ENSG00000256660	CLEC12B	0	0	0	0	0	0	0	0
ENSG00000256661	A2ML1-AS1	0	0	0	0	0	0	0	0
ENSG00000256670	AC078962.4	0	0	0	0	0	0	0	0
ENSG00000256671	LIMS3L	0	0	0	0	0	0	0	0
ENSG00000256672	LINC02455	0	0	0	0	0	0	0	0
ENSG00000256683	ZNF350	7	46	3	89	51	59	50	19
ENSG00000256684	AP003781.1	0	0	0	0	0	0	0	0
ENSG00000256686	AC019209.3	0	0	0	0	0	0	0	0
ENSG00000256690	AP001160.1	0	0	0	0	0	1	0	2
ENSG00000256691	AC005908.2	0	0	0	0	0	0	0	0
ENSG00000256694	AC026369.2	0	0	0	0	0	0	0	0
ENSG00000256695	AC003982.1	0	0	0	0	0	0	0	0
ENSG00000256699	TMEM132D-AS2	0	0	0	0	0	0	0	0
ENSG00000256705	AL137779.1	0	0	0	0	0	0	0	0
ENSG00000256706	AC005342.2	0	0	0	0	0	0	0	0
ENSG00000256713	PGA5	1	0	0	1	8	8	10	0
ENSG00000256714	AC087318.1	0	0	0	0	0	0	0	0
ENSG00000256717	AP002991.1	0	0	0	0	0	0	0	0
ENSG00000256732	AC006065.4	0	0	0	0	0	0	0	0
ENSG00000256733	AP003721.2	0	0	0	0	0	0	0	0
ENSG00000256739	AP002892.2	0	0	0	0	0	0	0	0
ENSG00000256742	AC145422.1	15	0	0	0	4	3	0	0
ENSG00000256746	AC018410.1	0	0	0	0	0	0	0	0
ENSG00000256747	AC009511.2	0	0	0	0	0	0	0	0
ENSG00000256750	LINC02423	0	0	0	0	0	0	0	0
ENSG00000256751	PLBD1-AS1	0	0	0	0	0	0	0	0
ENSG00000256757	AP002840.1	0	0	0	0	0	0	0	0
ENSG00000256762	STH	0	0	0	0	0	0	0	0
ENSG00000256769	CACNA1C-AS3	0	0	0	0	0	0	0	0
ENSG00000256771	ZNF253	6	39	8	20	13	10	24	14
ENSG00000256783	AC079031.1	0	0	0	0	0	0	0	0
ENSG00000256789	AP000753.2	0	0	0	3	0	0	0	0
ENSG00000256797	KLRF2	0	0	0	0	0	0	0	0
ENSG00000256802	AC022613.1	0	0	3	0	0	0	0	0
ENSG00000256803	AC024224.2	0	0	0	0	0	0	0	0
ENSG00000256806	C17orf100	29	27	16	19	9	7	14	5
ENSG00000256810	AC078925.1	0	0	0	0	0	0	0	0
ENSG00000256811	AC079360.1	0	0	0	0	0	0	0	0
ENSG00000256812	CAPNS2	0	0	0	1	0	7	11	0
ENSG00000256813	AP000777.3	0	0	0	0	0	0	2	0
ENSG00000256814	AC122688.2	0	0	0	0	0	0	0	0
ENSG00000256824	AP000721.2	0	0	0	0	0	0	5	0
ENSG00000256825	AC026786.1	0	0	0	0	0	0	0	0
ENSG00000256861	AC048338.1	0	0	0	0	0	0	0	0
ENSG00000256862	AC005842.1	0	0	0	0	0	0	0	0
ENSG00000256870	SLC5A8	0	0	0	5	0	0	0	0
ENSG00000256875	AC079031.2	0	0	0	0	0	0	0	0
ENSG00000256879	AC129102.1	0	0	0	0	0	0	0	0
ENSG00000256884	AC084880.4	0	0	0	0	0	0	0	0
ENSG00000256888	LINC02366	0	0	0	0	0	0	0	0
ENSG00000256892	MTRNR2L7	1	7	0	0	1	0	0	1
ENSG00000256894	AC022509.3	0	0	0	3	0	0	0	0
ENSG00000256897	AC018410.2	0	0	0	0	0	0	0	0
ENSG00000256904	A2ML1-AS2	0	0	0	0	0	0	0	0
ENSG00000256906	LINC02419	0	0	0	0	0	0	0	0
ENSG00000256915	AC090023.2	0	0	0	0	0	0	0	0
ENSG00000256916	AP000851.1	0	0	0	0	0	0	0	0
ENSG00000256922	AC087894.2	0	0	0	0	0	0	0	0
ENSG00000256923	AC084819.1	0	0	0	0	0	0	0	0
ENSG00000256925	ADGRA1-AS1	0	0	0	0	0	0	0	0
ENSG00000256928	AP000763.4	0	0	0	0	0	0	0	0
ENSG00000256940	AP001453.2	95	99	65	39	32	38	23	18
ENSG00000256943	AC148477.3	0	0	0	0	0	0	0	0
ENSG00000256944	AP003721.3	0	8	0	0	0	0	0	0
ENSG00000256947	AP002518.2	0	0	0	0	0	0	0	0
ENSG00000256948	AC026369.3	0	0	0	0	0	0	0	0
ENSG00000256950	AC069503.2	0	0	5	1	18	4	14	0
ENSG00000256955	AC131009.2	0	0	0	0	0	0	0	0
ENSG00000256966	AL513165.2	0	0	0	0	0	0	0	0
ENSG00000256967	AC018653.3	0	0	0	0	0	0	0	0
ENSG00000256969	AC007207.2	0	0	0	0	0	0	0	0
ENSG00000256971	LINC00508	0	0	0	0	0	0	0	0
ENSG00000256972	AP000462.3	0	0	0	0	0	0	0	0
ENSG00000256973	AC053513.1	0	0	13	0	0	3	1	2
ENSG00000256977	LIMS3	0	0	0	0	0	0	0	0
ENSG00000256980	KHDC1L	0	0	0	6	2	0	4	0
ENSG00000256982	AC135782.1	0	0	0	0	0	1	0	0
ENSG00000256984	AC008013.2	0	0	0	0	0	0	0	0
ENSG00000256988	AC005833.3	0	0	0	0	0	0	0	0
ENSG00000256994	LINC02378	0	0	0	0	0	0	0	0
ENSG00000256995	AC084816.1	0	0	0	0	0	0	0	0
ENSG00000257000	AC137590.1	0	0	0	0	0	0	0	0
ENSG00000257002	AP000438.1	0	0	0	3	0	0	1	0
ENSG00000257004	AC008115.2	0	0	0	0	0	0	0	0
ENSG00000257008	GPR142	0	0	0	0	0	0	0	0
ENSG00000257017	HP	0	0	0	0	0	0	0	0
ENSG00000257022	AC008250.1	0	0	0	0	0	0	0	0
ENSG00000257023	AC087241.3	0	0	0	0	0	1	0	0
ENSG00000257038	AP002761.3	7	0	0	0	0	0	0	0
ENSG00000257042	AC008011.2	0	0	0	9	0	0	0	0
ENSG00000257045	AC016746.1	0	0	0	0	0	0	0	0
ENSG00000257046	AC011604.2	0	0	0	0	0	0	0	0
ENSG00000257048	LINC02417	0	0	0	0	0	0	0	0
ENSG00000257052	AP003721.4	0	0	0	0	0	0	0	0
ENSG00000257056	LINC02282	0	0	0	0	0	0	0	0
ENSG00000257057	C11orf97	0	0	0	0	0	0	0	0
ENSG00000257058	AP001363.2	0	7	7	0	6	0	7	0
ENSG00000257060	AC091078.1	0	0	0	0	0	0	0	0
ENSG00000257062	AC022335.1	0	0	0	0	0	0	0	0
ENSG00000257065	AL049844.1	0	0	0	0	0	0	0	0
ENSG00000257067	AP000797.3	0	0	0	0	0	0	0	0
ENSG00000257083	AC073530.1	0	0	0	0	0	0	0	0
ENSG00000257084	MIR200CHG	0	0	0	0	0	0	0	0
ENSG00000257086	AP001453.4	0	0	14	0	0	0	8	5
ENSG00000257093	KIAA1147	50	27	16	70	73	44	70	49
ENSG00000257095	AC084361.1	0	0	0	0	0	0	0	0
ENSG00000257096	AL161747.2	0	0	0	0	0	0	3	0
ENSG00000257097	CLIP1-AS1	0	0	0	0	0	0	0	0
ENSG00000257103	LSM14A	324	310	125	467	400	253	290	337
ENSG00000257105	AC006581.1	0	0	0	0	0	0	0	0
ENSG00000257108	NHLRC4	5	3	5	0	7	4	13	7
ENSG00000257114	LINC02450	0	0	0	0	0	0	0	0
ENSG00000257115	OR11H12	0	0	0	0	0	0	0	0
ENSG00000257120	AL356756.1	0	0	0	0	0	0	0	0
ENSG00000257124	AC093025.1	0	0	0	0	0	0	0	0
ENSG00000257126	FOXG1-AS1	0	0	0	0	0	0	0	0
ENSG00000257127	CLLU1	0	0	0	0	0	0	0	0
ENSG00000257135	AC007249.2	0	0	0	0	10	0	3	0
ENSG00000257137	C12orf80	0	0	0	0	0	0	0	0
ENSG00000257138	TAS2R38	0	0	0	0	0	0	0	0
ENSG00000257139	AC084032.1	0	0	0	0	0	0	0	0
ENSG00000257141	AC126177.2	0	0	0	0	0	0	0	0
ENSG00000257151	PWAR6	0	0	0	0	0	0	0	0
ENSG00000257155	AL163973.2	0	0	0	0	0	0	0	0
ENSG00000257156	AC024909.1	0	0	0	0	0	0	0	0
ENSG00000257164	LINC02451	0	12	0	0	0	0	0	0
ENSG00000257165	AC079362.1	0	0	0	0	0	0	0	0
ENSG00000257167	TMPO-AS1	31	21	20	12	10	14	3	24
ENSG00000257176	AC009318.1	0	0	0	4	7	4	1	0
ENSG00000257181	AC025423.4	0	0	0	0	0	1	0	0
ENSG00000257183	AC090502.3	0	0	0	0	0	0	0	0
ENSG00000257184	AC004080.3	0	0	0	0	0	0	0	0
ENSG00000257185	LINC02293	0	0	0	0	0	0	0	0
ENSG00000257191	AC090709.1	0	0	0	0	0	0	0	0
ENSG00000257193	LINC02385	0	0	0	0	0	0	0	0
ENSG00000257194	AC126178.1	0	9	0	7	2	3	6	9
ENSG00000257202	AC084398.2	0	0	0	0	0	0	0	0
ENSG00000257207	AC112229.3	0	0	0	0	0	0	2	0
ENSG00000257218	GATC	170	209	101	200	252	237	336	167
ENSG00000257219	LINC02407	6	13	0	22	9	11	3	4
ENSG00000257221	AC007569.1	0	0	0	0	0	0	0	0
ENSG00000257222	AC079907.1	0	0	0	2	0	1	6	0
ENSG00000257225	AC079601.1	0	0	0	0	5	1	0	0
ENSG00000257226	AC079584.2	0	0	0	0	0	0	0	0
ENSG00000257228	AC090531.1	0	0	0	0	0	0	0	0
ENSG00000257230	LINC02448	0	0	0	0	0	0	0	0
ENSG00000257235	AC078814.1	0	0	0	0	0	0	0	0
ENSG00000257239	AC090630.1	0	0	0	0	0	0	0	0
ENSG00000257241	AC078922.1	0	0	0	0	0	0	0	0
ENSG00000257252	AC124947.1	0	0	0	0	0	0	4	0
ENSG00000257253	AC131157.1	0	0	0	0	0	0	0	0
ENSG00000257256	AC008147.1	0	0	0	0	0	0	0	0
ENSG00000257258	AC012150.1	0	0	0	0	0	0	0	0
ENSG00000257259	LINC02388	0	0	0	0	0	0	0	0
ENSG00000257261	AC008014.1	0	0	0	0	13	1	1	0
ENSG00000257262	AC023511.1	0	0	0	0	0	0	0	0
ENSG00000257264	AC136443.3	0	0	0	0	1	0	0	0
ENSG00000257265	AC123905.1	0	0	0	0	0	0	0	0
ENSG00000257268	AC002375.1	0	0	0	0	0	0	0	0
ENSG00000257270	AL928654.2	0	0	0	0	4	0	0	0
ENSG00000257271	KIRREL3-AS1	0	0	0	0	0	0	0	0
ENSG00000257272	AL162311.1	0	0	0	0	0	4	0	0
ENSG00000257275	AL139020.1	0	0	0	0	0	0	0	0
ENSG00000257277	AC092652.2	0	0	0	0	0	0	0	0
ENSG00000257279	AC127164.1	0	0	0	0	0	0	0	0
ENSG00000257283	AC012464.1	0	0	0	0	0	0	0	0
ENSG00000257284	AC013437.1	0	0	0	0	0	0	0	0
ENSG00000257285	AL132780.1	0	0	0	0	2	3	11	0
ENSG00000257286	AC089999.1	0	0	0	0	0	0	0	0
ENSG00000257294	AC080011.1	0	0	0	0	0	0	0	0
ENSG00000257303	AC073896.2	14	36	1	4	9	2	1	10
ENSG00000257310	AL589743.2	0	0	0	0	0	0	0	0
ENSG00000257315	ZBED6	104	179	173	174	171	150	137	84
ENSG00000257319	AC008127.1	0	0	0	0	0	0	0	0
ENSG00000257322	AC138123.1	0	0	0	0	1	0	0	0
ENSG00000257325	AC138360.1	0	0	0	0	0	0	0	0
ENSG00000257327	AC012555.1	0	0	0	0	0	0	3	0
ENSG00000257329	AC011611.2	0	0	0	0	0	0	4	0
ENSG00000257335	MGAM	0	5	0	6	0	0	3	0
ENSG00000257337	AC068888.1	0	14	4	20	23	17	28	6
ENSG00000257341	AL928654.3	0	0	0	0	0	0	0	0
ENSG00000257342	AC025165.2	0	0	0	0	0	0	0	0
ENSG00000257345	LINC02413	0	0	0	0	0	0	0	0
ENSG00000257346	AC011603.1	0	0	0	0	0	0	0	0
ENSG00000257354	AC048341.1	22	25	19	34	24	52	35	10
ENSG00000257355	AC008770.1	0	0	0	0	0	0	0	0
ENSG00000257359	AC073863.1	0	0	0	0	0	0	0	0
ENSG00000257365	FNTB	60	111	81	139	129	104	117	107
ENSG00000257366	AC138969.3	0	0	0	0	0	0	0	0
ENSG00000257373	AC012038.1	0	0	0	0	0	0	0	0
ENSG00000257378	AC025154.1	0	0	0	0	0	0	0	0
ENSG00000257386	AC025257.1	0	0	0	0	0	0	0	0
ENSG00000257390	AC023055.1	0	0	0	1	0	0	0	0
ENSG00000257391	AC126763.1	0	0	0	0	1	0	0	0
ENSG00000257395	AL512310.2	0	0	0	0	0	0	0	0
ENSG00000257398	AC126177.4	0	0	0	0	0	0	0	0
ENSG00000257400	AC023161.1	0	0	0	0	0	0	0	0
ENSG00000257407	AC009803.1	8	26	6	0	8	7	4	3
ENSG00000257410	AC089984.1	0	0	0	0	0	0	0	0
ENSG00000257411	AC034102.2	0	0	0	0	0	0	2	0
ENSG00000257429	AC074031.1	0	0	0	0	0	0	0	0
ENSG00000257431	AC089998.1	0	0	0	0	0	0	0	0
ENSG00000257433	AC004241.1	12	1	6	23	21	9	24	18
ENSG00000257434	AC073525.1	0	0	0	0	0	0	0	0
ENSG00000257435	AC087311.2	0	0	0	0	0	0	0	0
ENSG00000257438	AC011595.1	0	0	0	0	0	0	0	0
ENSG00000257443	AC068305.2	0	0	0	3	5	2	0	0
ENSG00000257446	ZNF878	0	0	0	0	0	0	0	0
ENSG00000257449	AC034102.3	8	0	0	0	0	0	1	0
ENSG00000257452	AC004551.1	0	0	0	0	0	0	0	0
ENSG00000257453	AC011611.3	0	0	0	0	0	0	0	0
ENSG00000257454	AC025575.1	0	0	0	0	0	0	0	0
ENSG00000257456	AC009320.1	0	0	0	0	0	0	0	0
ENSG00000257458	AC069437.1	0	0	0	0	0	0	0	0
ENSG00000257467	PPFIA2-AS1	0	0	0	2	0	6	0	0
ENSG00000257470	AC013417.1	0	0	0	0	0	0	0	0
ENSG00000257472	AL355112.1	0	0	0	0	0	0	0	0
ENSG00000257474	AC027288.1	0	0	0	0	0	0	2	0
ENSG00000257476	LINC02459	0	0	0	0	0	0	0	0
ENSG00000257477	LINC01154	0	0	0	0	0	0	0	0
ENSG00000257488	LINC02354	0	0	0	0	0	0	0	0
ENSG00000257494	AC004217.1	0	0	0	0	0	0	0	0
ENSG00000257495	KRT73-AS1	0	0	0	0	0	0	0	0
ENSG00000257496	AC025031.1	0	0	0	0	7	4	0	0
ENSG00000257497	AC121761.1	3	0	0	7	2	6	15	4
ENSG00000257500	AC055736.1	0	0	0	0	0	0	0	0
ENSG00000257504	LINC02297	0	0	0	0	0	0	0	0
ENSG00000257507	LINC02373	0	0	0	0	0	0	0	0
ENSG00000257510	LINC02402	0	0	0	0	0	0	0	0
ENSG00000257514	AC117505.1	0	0	0	0	0	0	0	0
ENSG00000257515	AC011601.1	0	0	0	0	0	0	0	0
ENSG00000257517	AC026765.1	0	0	0	0	0	0	0	0
ENSG00000257519	AC078880.1	0	0	0	0	0	0	0	0
ENSG00000257523	LINC02326	0	0	0	0	0	1	0	0
ENSG00000257526	AC107032.2	0	0	0	0	0	0	0	5
ENSG00000257527	AC126755.3	0	0	0	0	0	0	0	0
ENSG00000257529	RPL36A-HNRNPH2	0	0	0	0	0	0	0	0
ENSG00000257530	AC048344.1	0	0	0	0	0	0	0	0
ENSG00000257534	AC023794.6	0	0	0	0	0	0	0	0
ENSG00000257541	LINC02403	0	0	0	0	0	0	0	0
ENSG00000257543	AC063948.1	0	0	0	0	0	0	0	0
